"229","2020-06-18",NULL,NULL,NULL,NULL,"PARM",NULL,"D_4","373",NULL,"E_2"
"230","2016-11-17",NULL,"7000000000.00","Mexico",NULL,,NULL,"D_1","380",NULL,"E_1"
"231","2019-04-26",NULL,NULL,NULL,NULL,"PARM",NULL,"D_1","379",NULL,"E_1"
"232","0001-01-01",NULL,NULL,NULL,NULL,"PARM",NULL,"D_11","376","U_9999","E_1"
"233","2016-01-20",NULL,"6000000.00",NULL,NULL,"PARM",NULL,"D_11","386","F_1","E_1"
"234","2013-11-13",NULL,NULL,NULL,NULL,"PARM",NULL,"D_1","387",NULL,"E_1"
"235","1977-05-30",NULL,NULL,"China, Barbados",NULL,"PARM",NULL,"D_11","395",NULL,"E_1"
"236","2013-11-18",NULL,NULL,NULL,NULL,"PARM",NULL,"U_9999","388",NULL,"E_1"
"237","2016-09-13",NULL,"40000000.00",NULL,NULL,"PARM",NULL,"D_4","391","F_5","E_2"
"238","2018-07-13",NULL,"11000000.00",NULL,NULL,"PARM",NULL,"D_8","389","F_5","E_1"
"239","2004-03-01",NULL,NULL,NULL,NULL,"PARM",NULL,"D_10","392","F_6","E_1"
"240","2019-08-11",NULL,NULL,"Warren's Office Complex, Warrens, St. Michael",NULL,"PARM",NULL,"D_11","394",NULL,"E_1"
"241","2019-11-07",NULL,NULL,"Area between Woodfordhill and Wesley in Dominica",NULL,,NULL,"D_1","396",NULL,"E_1"
"242","2019-11-07",NULL,NULL,"Area between Woodfordhill and Wesley in Dominica",NULL,,NULL,"D_1","396",NULL,"E_1"
"243","2018-07-13",NULL,NULL,NULL,NULL,"PARM",NULL,"D_8","390","F_5","E_1"
"244","2016-09-13",NULL,NULL,NULL,NULL,"PARM",NULL,"D_4","393","U_9999","E_2"
"245","2018-03-01",NULL,NULL,"Central African Republic",NULL,"PARM",NULL,"D_10","445",NULL,"E_2"
"246","1960-01-01",NULL,NULL,NULL,NULL,"PARM",NULL,"D_8","443",NULL,"E_2"
"247","2018-01-01",NULL,NULL,NULL,NULL,"PARM",NULL,"D_10","432",NULL,"E_2"
"248","2018-03-01",NULL,NULL,"Central African Republic",NULL,"PARM",NULL,"D_11","446",NULL,"E_1"
"249","2018-07-01",NULL,NULL,NULL,NULL,"PARM",NULL,"D_11","433",NULL,"E_1"
"250","2018-09-29",NULL,NULL,"Moto-Wakombo, Central African Republic",NULL,"PARM",NULL,"D_11","429","F_2","E_1"
"251","0001-01-01",NULL,NULL,"Central African Republic",NULL,"PARM",NULL,"D_13","440","F_1","E_2"
"252","2019-05-24",NULL,NULL,NULL,NULL,"PARM",NULL,"D_1","430","F_0","E_1"
"253","2019-10-23",NULL,NULL,"Sochi, Russian Federation",NULL,"PARM",NULL,"D_1","436","F_8","E_1"
"254","2017-10-09",NULL,NULL,"Sochi, Russia",NULL,"PARM",NULL,"D_11","447",NULL,"E_1"
"255","0001-01-01",NULL,NULL,NULL,NULL,"PARM",NULL,"D_11","444",NULL,"E_1"
"256","2018-08-09",NULL,NULL,NULL,NULL,"PARM",NULL,"D_0","450",NULL,"E_2"
"257","2018-01-01",NULL,NULL,NULL,NULL,"PARM",NULL,"D_0","434",NULL,"E_2"
"258","0001-01-01",NULL,NULL,"Democratic Republic of the Congo",NULL,"PARM",NULL,"D_11","441",NULL,"E_1"
"259","1500-01-01",NULL,NULL,NULL,NULL,"PARM",NULL,"D_11","431","F_0","E_1"
"260","2012-01-01",NULL,NULL,NULL,NULL,,NULL,"D_0","437",NULL,"E_1"
"261","2018-01-26",NULL,NULL,NULL,NULL,"PARM",NULL,"D_10","466",NULL,"E_2"
"262","2019-01-01",NULL,NULL,"Africa",NULL,"PARM",NULL,"D_0","471",NULL,"E_2"
"263","2018-08-01",NULL,NULL,NULL,NULL,"PARM",NULL,"D_1","454","F_0","E_1"
"264","2018-01-01",NULL,NULL,"Bangui, Central African Republic",NULL,"PARM",NULL,"D_13","458","F_0","E_2"
"265","2019-01-01",NULL,NULL,"Republic of Congo",NULL,"PARM",NULL,"D_1","456",NULL,"E_2"
"266","2018-01-01",NULL,NULL,"Central African Republic",NULL,"PARM",NULL,"D_1","475",NULL,"E_2"
"267","2019-08-01",NULL,NULL,"Gbokolgbo, in the Ouaka prefecture","Goes into other potential activities","PARM",NULL,"D_4","459",NULL,"E_1"
"268","2017-10-01",NULL,NULL,NULL,NULL,"PARM",NULL,"D_11","463",NULL,"E_1"
"269","2019-05-24",NULL,NULL,"DRC",NULL,"PARM",NULL,"D_10","472",NULL,"E_2"
"270","2018-04-01",NULL,NULL,NULL,NULL,"PARM",NULL,"D_10","469",NULL,"E_2"
"271","2019-08-01",NULL,NULL,"Gbokolgbo, in the Ouaka prefecture",NULL,"PARM",NULL,"D_4","460",NULL,"E_1"
"272","2019-01-01",NULL,NULL,"CAR",NULL,"PARM",NULL,"D_11","457",NULL,"E_1"
"273","0001-01-01",NULL,NULL,"Central African Republic",NULL,"PARM",NULL,"D_2","478",NULL,"E_1"
"274","2019-01-01",NULL,NULL,"Black Sea",NULL,"PARM",NULL,"D_0","473",NULL,"E_1"
"275","2019-08-01",NULL,NULL,"Gbokolgbo, in the Ouaka prefecture",NULL,"PARM",NULL,"D_4","461",NULL,"E_1"
"276","2018-01-01",NULL,NULL,NULL,NULL,"PARM",NULL,"D_8","455","F_0","E_2"
"277","2018-06-01",NULL,NULL,NULL,NULL,"PARM",NULL,"D_11","467",NULL,"E_1"
"278","2018-01-26",NULL,NULL,"Bangui M'Poko International Airport",NULL,"PARM",NULL,"D_11","479",NULL,"E_1"
"279","2021-03-17",NULL,NULL,"Central African Republic",NULL,"PARM",NULL,"D_10","483",NULL,"E_1"
"280","0001-01-01",NULL,NULL,"Central African Republic",NULL,"PARM",NULL,"D_13","492",NULL,"E_2"
"281","2018-01-01",NULL,NULL,"Central African Republic",NULL,"PARM",NULL,"D_0","489",NULL,"E_1"
"282","2021-03-15",NULL,NULL,NULL,NULL,"PARM",NULL,"D_11","487",NULL,"E_1"
"283","2021-03-01",NULL,NULL,"Bambari, Central African Republic",NULL,"PARM",NULL,"D_13","482","U_9999","E_2"
"284","2021-03-26",NULL,NULL,NULL,NULL,"PARM",NULL,"D_11","488",NULL,"E_1"
"285","2021-02-24",NULL,NULL,"Bossangoa, Central African Republic",NULL,"PARM",NULL,"D_11","494",NULL,"E_1"
"286","2021-03-23",NULL,NULL,"Bambari",NULL,"PARM",NULL,"D_13","485","U_9999","E_2"
"287","2017-10-01",NULL,NULL,"Sochi, Russia",NULL,"PARM",NULL,"D_11","497",NULL,"E_1"
"288","2019-01-01",NULL,NULL,"Central African Republic",NULL,"PARM",NULL,"D_11","490","F_0","E_1"
"289","2021-02-19",NULL,NULL,"Boda, Boali, Bossembélé, Yaloké, Bouar, Béloko",NULL,"PARM",NULL,"D_11","496","U_9999","E_1"
"290","2021-03-23",NULL,NULL,"Bambari",NULL,"PARM",NULL,"D_13","486","U_9999","E_1"
"291","2021-01-01",NULL,NULL,"Central African Republic",NULL,"PARM",NULL,"D_13","493",NULL,"E_2"
"292","2021-03-05",NULL,NULL,"Bambari, Central African Republic",NULL,"PARM",NULL,"D_8","507",NULL,"E_1"
"293","2021-03-13",NULL,NULL,"Central african Republic",NULL,"PARM",NULL,"D_11","514",NULL,"E_1"
"294","2021-03-16",NULL,NULL,"Central African Republic",NULL,"PARM",NULL,"U_9999","510","U_9999","U_9999"
"295","2021-03-24",NULL,NULL,"Bouar and Bessen",NULL,"PARM",NULL,"D_13","512",NULL,"E_2"
"296","2021-03-01",NULL,NULL,NULL,NULL,"PARM",NULL,"D_10","508",NULL,"E_2"
"297","5678-12-31",NULL,NULL,"Central African Republic",NULL,"PARM",NULL,"D_13","523",NULL,"E_2"
"298","2021-02-20",NULL,NULL,NULL,NULL,"PARM",NULL,"D_13","511","U_9999","E_2"
